name,platform,membership,title_id,product_id,concept_id,entitlement_id,is_preorder,is_downloadable,image_url,store_url
Kingdoms of Amalur: Re-Reckoning,PS4,PS_PLUS,CUSA17245_00,EP4389-CUSA17245_00-KOARECKONINGDEEU,,EP4389-CUSA17245_00-KOARECKONINGDEEU,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA17245_00/3/i_256fcea16bfba2bd99cb5acfc1dec00cde56553e73e0e4d9334bf1905cb00f71/i/icon0.png,https://store.playstation.com/product/EP4389-CUSA17245_00-KOARECKONINGDEEU
RESIDENT EVIL 7 biohazard,PS4,PS_PLUS,CUSA03842_00,EP0102-CUSA03842_00-BH70000000000001,,EP0102-CUSA03842_00-BH70000000000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA03842_00/3/i_c4c3cbf8ed69a0374ca868121fe2c006d3692b225d63eaca636da38bc971edef/i/icon0.png,https://store.playstation.com/product/EP0102-CUSA03842_00-BH70000000000001
Crash Bandicoot N. Sane Trilogy,PS4,PS_PLUS,CUSA07399_00,EP0002-CUSA07399_00-CRASHNSANETRLOGY,,EP0002-CUSA07399_00-CRASHNSANETRLOGY,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA07399_00/1/i_ad1b44b4dafe727193cf9003f7557081aa563f3f4198901dbb12592956003ec8/i/icon0.png,https://store.playstation.com/product/EP0002-CUSA07399_00-CRASHNSANETRLOGY
Until Dawn™,PS4,PS_PLUS,CUSA00194_00,EP9000-CUSA00194_00-UNTILDAWN0000001,,EP9000-CUSA00194_00-UNTILDAWN0000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00194_00/2/i_e568ea0e665e205f2e2fc1585eab520e806034621d743bd5d355cef64a9e2ed1/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00194_00-UNTILDAWN0000001
Strider,PS4,PS_PLUS,CUSA00087_00,EP0102-CUSA00087_00-STREUHG4TRIAL001,,EP0102-CUSA00087_00-STREUHG4TRIAL001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00087_00/3/i_4e2e694cea2f17a3936102b0634ea2e1047fa4904bda7accd4ba17e9e044e2e2/i/icon0.png,https://store.playstation.com/product/EP0102-CUSA00087_00-STREUHG4TRIAL001
Contrast,PS4,PS_PLUS,CUSA00226_00,EP2092-CUSA00226_00-CONTRASTEU000001,,EP2092-CUSA00226_00-CONTRASTEU000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00226_00/2/i_36c9bfbe0c30f0d224b225aee6a274b3589cf7e6f4e66fb87396126776ca9b8b/i/icon0_05.png,https://store.playstation.com/product/EP2092-CUSA00226_00-CONTRASTEU000001
Don't Starve: Console Edition,PS4,PS_PLUS,CUSA00327_00,EP2107-CUSA00327_00-DONTSTARVEPS4V01,,EP2107-CUSA00327_00-DONTSTARVEPS4V01,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00327_00/1/i_9ff9b92062a57c9d641671bbc9d1b24a5f9f159acb727e65e7dfad930072cefe/i/icon0.png,https://store.playstation.com/product/EP2107-CUSA00327_00-DONTSTARVEPS4V01
Mercenary Kings,PS4,NONE,CUSA00404_00,EP2114-CUSA00404_00-MERCENARYKINGSPS,,EP2114-CUSA00404_00-0000000000000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00404_00/7/i_a060b763f05255fdfbc05d0f2433d3375306252e165491af5047dacf19d5e33b/i/icon0.png,https://store.playstation.com/product/EP2114-CUSA00404_00-MERCENARYKINGSPS
TowerFall Ascension,PS4,NONE,CUSA00534_00,EP2120-CUSA00534_00-TOWERFALLCROSSBU,,EP2120-CUSA00534_00-0000TOWERFALLPS4,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00534_00/2/i_97d60687e7e05fea834d5d25ddf1bb18a69d19469afd21f81076e81221825d10/i/icon0.png,https://store.playstation.com/product/EP2120-CUSA00534_00-TOWERFALLCROSSBU
Trine 2: Complete Story,PS4,PS_PLUS,CUSA00217_00,EP4029-CUSA00217_00-TRINE2COMPLETE00,,EP4029-CUSA00217_00-TRINE2COMPLETE00,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00217_00/2/i_73f5c468da2cc44acad21772d9c7999af2c80c3ea4be0441001090a6e9094277/i/icon0.png,https://store.playstation.com/product/EP4029-CUSA00217_00-TRINE2COMPLETE00
Stick it to The Man,PS4,PS_PLUS,CUSA00539_00,EP4337-CUSA00539_00-STICKITP40000001,,EP4337-CUSA00539_00-STICKITP40000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00539_00/5/i_60797b1636467c2d0718523dca59d1dce1c8e5a9a85ab7a5f5c76587a231246b/i/icon0.png,https://store.playstation.com/product/EP4337-CUSA00539_00-STICKITP40000001
PixelJunk™ Shooter Ultimate,PS4,PS_PLUS,CUSA00510_00,EP4415-NPEJ00379_00-B000000000001266,,EP4415-CUSA00510_00-SHOOTERULTIMATE0,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00510_00/8/i_3afb367a6f41fef3203fa6473382bc8ce4b46582bc29d4c191c023e433f1744a/i/icon0.png,https://store.playstation.com/product/EP4415-NPEJ00379_00-B000000000001266
Outlast,PS4,PS_PLUS,CUSA00409_00,EP4467-CUSA00409_00-OUTLAST000000000,,EP4467-CUSA00409_00-OUTLAST000000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00409_00/1/i_24488820ee03c1b894ddb9a2c6fa696992061b109ec61b7795c77737b5b67c58/i/icon0.png,https://store.playstation.com/product/EP4467-CUSA00409_00-OUTLAST000000000
RESOGUN™,PS4,PS_PLUS,CUSA00005_00,EP9000-CUSA00005_00-RESOGUN000000001,,EP9000-CUSA00005_00-RESOGUN000000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00005_00/4/i_4991468c8caf373687f6189b1995f7cb3bb7cb7c1e3a5490b630538297a04333/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00005_00-RESOGUN000000001
Doki-Doki Universe™,PS4,PS_PLUS,CUSA00046_00,EP9000-CUSA00046_00-DDU0000000000000,,EP9000-CUSA00046_00-DDU0000000000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00046_00/3/i_8d2b3e394828824744a8235ecca9164cf70069b9fd2455af3e1e64c85572da0c/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00046_00-DDU0000000000000
Dead Nation™: Apocalypse Edition,PS4,PS_PLUS,CUSA00176_00,EP9000-CUSA00176_00-DEADNATIONGAME01,,EP9000-CUSA00176_00-DEADNATIONGAME01,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00176_00/1/i_fe757bcf5248d7b48922433439070881019299f61153c5e530ef960fd7c0e3fd/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00176_00-DEADNATIONGAME01
Tales of Arise Demo Version,PS5,NONE,PPSA03194_00,EP0700-PPSA03194_00-TOARISEPS5DEMO01,,EP0700-PPSA03194_00-TOARISEPS5DEMO01,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA03194_00/app/info/2/f_376b88d3ac36ec4be9fca73986d16955783ad682d7d53b1563c34553fbb80a12/icon0.png,https://store.playstation.com/product/EP0700-PPSA03194_00-TOARISEPS5DEMO01
HITMAN™ 2,PS4,PS_PLUS,CUSA12414_00,EP3969-CUSA12414_00-HITMANSTANDARD00,,EP3969-CUSA12414_00-HITMANGAME000002,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA12414_00/2/i_b370c5dff005744ec640dab6d344ea80be9284f376fd6f69da658d2bb85fa82a/i/icon0.png,https://store.playstation.com/product/EP3969-CUSA12414_00-HITMANSTANDARD00
Overcooked! All You Can Eat,PS5,PS_PLUS,PPSA01528_00,EP4064-PPSA01528_00-0538983162460184,,EP4064-PPSA01528_00-0538983162460184,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA01528_00/app/info/27/fi_7d2211c8a135809d7bb9c567bb9ffa2bb218068b3f3c2f163637951fd71d3f77/icon0.png,https://store.playstation.com/product/EP4064-PPSA01528_00-0538983162460184
Genshin Impact,PS4,NONE,CUSA23678_00,EP6261-PPSA02584_00-OSRELSIEEGENSHIN,,EP6261-CUSA23678_00-0000000000000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA23678_00/3/i_3342cff1cd406156aa486dee43e4c9ffc394acdcd25a1e80a9ade72f183256be/i/icon0.png,https://store.playstation.com/product/EP6261-PPSA02584_00-OSRELSIEEGENSHIN
Genshin Impact,PS5,NONE,PPSA02584_00,EP6261-PPSA02584_00-OSRELSIEEGENSHIN,,EP6261-PPSA02584_00-0000000000000000,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA02584_00/app/info/101/fi_103a819f8fce8717560f0212b39e38e53222cfee2211ede69ca287c4b03277df/icon0.png,https://store.playstation.com/product/EP6261-PPSA02584_00-OSRELSIEEGENSHIN
Destiny 2,PS4,NONE,CUSA06172_00,EP0002-PPSA02410_00-DESTINYTHEGAME02,,EP0002-CUSA06172_00-DESTINYTHEGAME02,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA06172_00/3/i_dc8ebade5dc9d1c21b64c90a3405b96c18c10ea62240b81fbf8ada2b37168aff/i/icon0.png,https://store.playstation.com/product/EP0002-PPSA02410_00-DESTINYTHEGAME02
Destiny 2,PS5,NONE,PPSA02410_00,EP0002-PPSA02410_00-DESTINYTHEGAME02,,EP0002-PPSA02410_00-DESTINYTHEGAME02,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA02410_00/app/info/340/fi_309f4d52eb6395632c76e88c02261f8f633da6473146e39150180f01367338d3/icon0.png,https://store.playstation.com/product/EP0002-PPSA02410_00-DESTINYTHEGAME02
WWE 2K Battlegrounds,PS4,PS_PLUS,CUSA16911_00,EP1001-CUSA16911_00-WWEBATTLEGROUNDS,,EP1001-CUSA16911_00-WWEBATTLEGROUNDS,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA16911_00/4/i_7c57fbe60a8741c665fa28c8a4c2bf009645d244ed87ad7f5a0ec77595236f30/i/icon0.png,https://store.playstation.com/product/EP1001-CUSA16911_00-WWEBATTLEGROUNDS
A Plague Tale: Innocence,PS5,PS_PLUS,PPSA02387_00,EP4133-PPSA02387_00-APLAGUETALEGAME0,,EP4133-PPSA02387_00-APLAGUETALEGAME0,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA02387_00/app/info/2/f_586c113d322d7aa6c37d844ca220db7b82e4e5eb3a4a48c5de05709d92ca81ae/icon0.png,https://store.playstation.com/product/EP4133-PPSA02387_00-APLAGUETALEGAME0
STRANGER OF PARADISE FINAL FANTASY ORIGIN TRIAL VERSION,PS5,NONE,PPSA03658_00,EP0082-PPSA03658_00-SOPFFORIGINTRIAL,,EP0082-PPSA03658_00-SOPFFORIGINDEMO0,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA03658_00/app/info/1/f_876191415f7cc9be5b0fb49063e1cda3578b0919ed42155ea1b3a06e8e344e04/icon0.png,https://store.playstation.com/product/EP0082-PPSA03658_00-SOPFFORIGINTRIAL
Sackboy™: Una grande avventura,PS5,NONE,PPSA01288_00,EP9000-PPSA01288_00-SACKBOYADVENTURE,,EP9000-PPSA01288_00-SACKBOYADVENTURE,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA01288_00/app/info/216/fi_04a3484f1a6cee752f5d4cf4e568a2d179d4e2a2a48dc9f3f4e74de2b726e757/icon0.png,https://store.playstation.com/product/EP9000-PPSA01288_00-SACKBOYADVENTURE
Crash Bandicoot 4: It's About Time,PS5,PS_PLUS,PPSA02433_00,EP0002-PPSA02433_00-CB4THEGAME000001,,EP0002-PPSA02433_00-CB4THEGAME000001,False,True,https://image.api.playstation.com/sgst/prod/00/PPSA02433_00/app/info/7/f_ad0042485945c08fe62fbd5a38a55a227a1c4ca85badb0890e113ebd1227688b/icon0.png,https://store.playstation.com/product/EP0002-PPSA02433_00-CB4THEGAME000001
STAR WARS™: Squadrons,PS4,PS_PLUS,CUSA15089_00,EP0006-CUSA15089_00-STARWARSQUADRONS,,EP0006-CUSA15089_00-MAVERICK00000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA15089_00/3/i_d4f81c9cf20ed6c7fa1183932180361cb620a7dc45d9916fc35f5a3296f059da/i/icon0.png,https://store.playstation.com/product/EP0006-CUSA15089_00-STARWARSQUADRONS
Ratchet & Clank™,PS4,PS_PLUS,CUSA01073_00,EP9000-CUSA01073_00-RCPS400000000000,,EP9000-CUSA01073_00-RCPS400000000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA01073_00/2/i_0f51da87b08acdd8f6081235343f4671782e51d9fd7d2edf52e67c146d5c60da/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA01073_00-RCPS400000000000
The Last Guardian™,PS4,PS_PLUS,CUSA03745_00,EP9000-CUSA03745_00-LASTGUARDIANEU00,,EP9000-CUSA03745_00-LASTGUARDIANEU00,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA03745_00/1/i_1f6f7ce06f4d47f1b134011af7882499a6884bf156484a0bd26dcb1d044786f5/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA03745_00-LASTGUARDIANEU00
The Last of Us™ Remastered,PS4,PS_PLUS,CUSA00556_00,EP9000-CUSA00556_00-THELASTOFUS00000,,EP9000-CUSA00556_00-THELASTOFUS00000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00556_00/1/i_e016fe205de5ad57584f04bab7d46f70541cfd9df02b0772fe150d8f23ade1a5/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00556_00-THELASTOFUS00000
Bloodborne™,PS4,PS_PLUS,CUSA00207_00,EP9000-CUSA00207_00-BLOODBORNE0000EU,,EP9000-CUSA00207_00-BLOODBORNE0000EU,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00207_00/2/i_a2f15ff7390bb9ccc13a3e945fb8e85396b51d912f46d9f11d6a6d9d23836d98/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00207_00-BLOODBORNE0000EU
inFAMOUS™ Second Son,PS4,PS_PLUS,CUSA00004_00,EP9000-CUSA00004_00-SECONDSONSHIP000,,EP9000-CUSA00004_00-SECONDSONSHIP000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00004_00/3/i_b9b53d84cca64ba71228c77d86039847cb7382e790a881aab796199778a4bc8a/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00004_00-SECONDSONSHIP000
BATMAN™: ARKHAM KNIGHT,PS4,PS_PLUS,CUSA00135_00,EP1018-CUSA00135_00-BAKPREORDER00001,,EP1018-CUSA00135_00-BATMANARKHAMKNHT,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00135_00/7/i_acf6a09833040a87d9381d4dabc97bd07f5515ed644a046269ecaf2c6877b5d7/i/icon0.png,https://store.playstation.com/product/EP1018-CUSA00135_00-BAKPREORDER00001
Uncharted™ 4: Fine di un ladro,PS4,PS_PLUS,CUSA00917_00,EP9000-CUSA00917_00-UNCHARTED4000000,,EP9000-CUSA00917_00-UNCHARTED4000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00917_00/2/i_5e63cd0f3cf11e0acb1ff41de7d07814322ab4bd09dcb5a3250aed6a3d8fc705/i/icon0_05.png,https://store.playstation.com/product/EP9000-CUSA00917_00-UNCHARTED4000000
Detroit: Become Human™,PS4,PS_PLUS,CUSA00717_00,EP9000-CUSA00717_00-DETROIT000000001,,EP9000-CUSA00717_00-DETROIT000000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00717_00/4/i_b21b6e046b1b9e32bb7439af2947077eef32576be55381d46defac3d4ee04710/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA00717_00-DETROIT000000001
DAYS GONE,PS4,PS_PLUS,CUSA09175_00,EP9000-CUSA09175_00-DAYSGONECOMPLETE,,EP9000-CUSA09175_00-DAYSGONECOMPLETE,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA09175_00/2/i_53d18dc2da6a0ee0c56f010428a53c37b91ba301ba57dae4563e5d514dd28b20/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA09175_00-DAYSGONECOMPLETE
Persona 5,PS4,PS_PLUS,CUSA06638_00,EP4062-CUSA06638_00-PERSONA512345678,,EP4062-CUSA06638_00-PERSONA512345678,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA06638_00/2/i_5e687f798b89158348af41505923859c110c0ba4010fc7c949d8cffaa5743510/i/icon0.png,https://store.playstation.com/product/EP4062-CUSA06638_00-PERSONA512345678
Monster Hunter World: Iceborne,PS4,PS_PLUS,CUSA07708_00,EP0102-CUSA07708_00-MHWFULLGAME00000,,EP0102-CUSA07708_00-MHWFULLGAME00000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA07708_00/4/i_f67bf14d3e83d266c618db72087c180869334fbbbc1b972936848e2489190681/i/icon0.png,https://store.playstation.com/product/EP0102-CUSA07708_00-MHWFULLGAME00000
Fallout 4,PS4,PS_PLUS,CUSA02962_00,EP1003-CUSA02962_00-FALLOUT4FULLGAME,,EP1003-CUSA02962_00-FALLOUT4FULLGAME,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA02962_00/2/i_e2338cbaaa9bc84c75abf3d56d64f56daffc775b9134c23c3ae808b2d862bcd7/i/icon0.png,https://store.playstation.com/product/EP1003-CUSA02962_00-FALLOUT4FULLGAME
FINAL FANTASY XV,PS4,PS_PLUS,CUSA01615_00,EP0082-CUSA01615_00-FFXVROYALEDITION,,EP0082-CUSA01615_00-FINALFANTASYXV00,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA01615_00/5/i_d0fdf4ae434e480b9536662f48df7f7180a4c75a96f410c97c76e3bd5f4ef27e/i/icon0.png,https://store.playstation.com/product/EP0082-CUSA01615_00-FFXVROYALEDITION
Mortal Kombat X,PS4,PS_PLUS,CUSA00970_00,EP1018-CUSA00970_00-MORTALKOMBATX000,,EP1018-CUSA00970_00-MORTALKOMBATX000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00970_00/4/i_0661da0b3372a3fdb380daec42ae90e50a858091c24a4d49c0d3d80c61ff6ff3/i/icon0.png,https://store.playstation.com/product/EP1018-CUSA00970_00-MORTALKOMBATX000
God of War,PS4,PS_PLUS,CUSA07410_00,EP9000-CUSA07410_00-0000000GODOFWARN,,EP9000-CUSA07410_00-00000000GODOFWAR,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA07410_00/1/i_826c17ea4a4481657542bec02a9da35d5555d8f80ba2b906f745bbd3f4173ca6/i/icon0.png,https://store.playstation.com/product/EP9000-CUSA07410_00-0000000GODOFWARN
DEMO EA SPORTS™ UFC®,PS4,NONE,CUSA00310_00,EP0006-CUSA00310_00-UFCPS4DEMO2014EU,,EP0006-CUSA00310_00-UFCPS4DEMO2014EU,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00310_00/1/i_d1662c85b0bcfa63d99897526af744a5db788aa63356d89d5f8a7945f171a979/i/icon0.png,https://store.playstation.com/product/EP0006-CUSA00310_00-UFCPS4DEMO2014EU
Child of Light,PS4,NONE,CUSA00074_00,EP0001-NPEJ00305_00-B000000000001030,,EP0001-CUSA00074_00-CHILDOFLIGHT0001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00074_00/10/i_b8a567111c9c4d80343551305dec7294678cd6c83efb08e5da3ed0d105dd747a/i/icon0.png,https://store.playstation.com/product/EP0001-NPEJ00305_00-B000000000001030
Multiplayer.it,PS4,NONE,CUSA00454_00,EP4462-CUSA00454_00-WEBMAF00000MULTI,,EP4462-CUSA00454_00-WEBMAF00000MULTI,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00454_00/2/i_773d02190387a7e70c88f63455bb2f4636648b3b09521b36beb58d13d47c4682/i/icon0.png,https://store.playstation.com/product/EP4462-CUSA00454_00-WEBMAF00000MULTI
FINAL FANTASY XIV: A Realm Reborn (Beta Version),PS4,NONE,CUSA00455_00,EP0082-CUSA00455_00-B000000000000951,,EP0082-CUSA00455_00-FFXIVARRPS4BETA1,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00455_00/1/i_16fc4b63434601ba9eb5414d23148bee5492b6e8135fc4409489e665f61ae367/i/icon0.png,https://store.playstation.com/product/EP0082-CUSA00455_00-B000000000000951
Zen Pinball 2,PS4,NONE,CUSA00186_00,EP4042-CUSA00186_00-ZP2PS4SRC0000000,,EP4042-CUSA00186_00-ZP2PS40000000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00186_00/2/i_d28abf5c120d3395deb249f21a3ad7e7894d2c49cee80d73fd4fc498ce3012f4/i/icon0.png,https://store.playstation.com/product/EP4042-CUSA00186_00-ZP2PS4SRC0000000
DEMO DI FIFA 14,PS4,NONE,CUSA00185_00,EP0006-CUSA00185_00-FIFA2014DEMOGAME,,EP0006-CUSA00185_00-FIFA2014DEMOGAME,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00185_00/2/i_87249cb5eb6acf3fdf9c9bb136eb665663feb6ee8277de4ceebcad7512155f9c/i/icon0.png,https://store.playstation.com/product/EP0006-CUSA00185_00-FIFA2014DEMOGAME
Warframe,PS4,NONE,CUSA00106_00,EP2097-CUSA00106_00-0000000000000000,,EP2097-CUSA00106_00-0000000000000000,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00106_00/4/i_a014e0735a4bbd2267b71c30cb7a22eddae68295e6f4abc933f47af2bf09bdcd/i/icon0.png,https://store.playstation.com/product/EP2097-CUSA00106_00-0000000000000000
DC Universe Online,PS4,NONE,CUSA00249_00,EP0017-CUSA00249_00-DCUOLPS4LIVE0001,,EP0017-CUSA00249_00-DCUOLPS4LIVE0001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00249_00/1/i_8bcc61fccd1a99f87031e0053959d886e8ea944c33bdd9a5282bfbf195891096/i/icon0.png,https://store.playstation.com/product/EP0017-CUSA00249_00-DCUOLPS4LIVE0001
Blacklight: Retribution,PS4,NONE,CUSA00253_00,EP2102-CUSA00253_00-BLACKLIGHT2ORBIS,,EP2102-CUSA00253_00-BLACKLIGHT2ORBIS,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00253_00/4/i_5efe0723551076ee8f1454b69c59d8f809a995f13cea746b7c1858487a26a8b5/i/icon0.png,https://store.playstation.com/product/EP2102-CUSA00253_00-BLACKLIGHT2ORBIS
Pinball Arcade,PS4,NONE,CUSA00105_00,EP2058-CUSA00105_00-HDDBOOTPBA000001,,EP2058-CUSA00105_00-HDDBOOTPBA000001,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00105_00/3/i_336825f34bc62a0281991cfda6f99e773fd523e5e894438602939b44ebacb0fd/i/icon0.png,https://store.playstation.com/product/EP2058-CUSA00105_00-HDDBOOTPBA000001
IGN,PS4,NONE,CUSA00268_00,EP4436-CUSA00268_00-WEBMAF0000000IGN,,EP4436-CUSA00268_00-WEBMAF0000000IGN,False,True,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA00268_00/2/i_55e0f93a88ede6d1edde25ac8a8245c523abafe164e56aada700de25c1519b2d/i/icon0.png,https://store.playstation.com/product/EP4436-CUSA00268_00-WEBMAF0000000IGN
